LCA	0.247 	0.274 	0.231 	0.280 	0.338 	0.469 	0.597 	1.032 	1.273 
LKA	27.166 	28.632 	29.362 	36.563 	45.847 	64.459 	82.475 	104.702 	102.036 
LSO	2.879 	2.973 	3.051 	3.276 	3.456 	3.647 	4.346 	7.507 	12.311 
LTU	128.386 	26.852 	27.507 	29.425 	31.524 	34.158 	35.880 	41.254 	39.181 
LUX	13.400 	10.328 	10.373 	10.820 	11.493 	12.617 	13.241 	13.496 	5.819 
LVA	39.659 	15.331 	12.613 	13.976 	15.578 	17.920 	19.718 	24.511 	21.549 
MAR	53.839 	57.932 	64.779 	69.515 	75.224 	82.944 	99.529 	160.947 	183.714 
MDA	54.611 	19.442 	12.481 	14.755 	17.391 	22.646 	26.987 	35.718 	34.922 
MDG	66.744 	67.173 	179.374 	184.065 	188.996 	197.047 	214.266 	294.224 	398.124 
MDV	0.142 	0.223 	0.220 	0.342 	0.517 	0.955 	1.492 	2.618 	3.887 
MEX	601.257 	614.276 	805.041 	834.042 	875.472 	955.932 	1000.423 	1201.173 	956.816 
MKD	12.658 	12.689 	12.505 	14.188 	16.011 	18.727 	20.804 	25.320 	24.364 
MLI	41.820 	43.860 	49.443 	52.617 	56.244 	62.385 	76.434 	142.803 	250.410 
MLT	2.719 	2.830 	2.651 	2.856 	3.056 	3.418 	3.597 	3.719 	3.249 
MNG	19.837 	22.404 	27.383 	29.411 	31.652 	37.612 	42.679 	45.199 	24.720 
MOZ	42.093 	41.466 	89.234 	93.779 	98.314 	106.661 	122.037 	186.942 	252.887 
MRT	12.969 	13.723 	16.250 	17.438 	18.381 	18.434 	20.794 	32.723 	36.151 
MUS	2.305 	2.858 	2.752 	2.935 	3.122 	3.273 	3.769 	5.537 	5.773 
MWI	26.508 	27.248 	9.046 	12.040 	15.630 	23.590 	36.983 	92.158 	176.235 
MYS	373.824 	412.203 	237.600 	269.220 	307.783 	368.000 	416.347 	459.140 	316.981 
NAM	13.388 	12.741 	8.941 	8.949 	8.883 	8.221 	8.760 	13.149 	14.503 
NCL	1.615 	1.661 	1.592 	1.866 	2.207 	2.731 	3.165 	3.570 	2.124 
NER	11.524 	12.994 	13.533 	17.222 	21.782 	32.680 	54.275 	161.846 	431.518 
NGA	223.271 	250.588 	293.491 	330.076 	370.455 	434.478 	555.410 	1066.733 	1524.359 
NIC	77.752 	86.240 	14.649 	16.432 	18.389 	23.622 	28.579 	44.647 	58.007 
NLD	259.243 	278.534 	279.849 	288.319 	294.320 	295.500 	287.534 	255.621 	131.565 
NOR	64.617 	90.608 	112.820 	115.012 	117.523 	120.223 	117.344 	105.677 	42.751 
NPL	62.991 	66.006 	55.593 	68.434 	85.062 	127.439 	182.680 	301.769 	367.616 
NZL	88.188 	91.232 	94.562 	96.591 	97.563 	98.588 	96.222 	80.980 	49.506 
OMN	13.123 	14.274 	21.291 	22.509 	25.736 	32.868 	39.491 	68.356 	66.403 
PAK	244.218 	284.436 	309.944 	387.938 	493.050 	751.973 	1068.524 	1713.769 	2113.918 
PAN	48.218 	51.212 	14.477 	16.079 	17.765 	21.349 	24.290 	34.932 	32.593 
PER	197.334 	188.725 	140.285 	148.776 	158.025 	182.026 	204.495 	281.613 	310.804 
PHL	279.476 	280.958 	134.556 	178.104 	235.592 	366.858 	519.574 	802.222 	879.874 
PNG	69.101 	75.318 	87.176 	90.014 	93.619 	102.445 	114.220 	139.362 	155.300 
POL	493.874 	473.388 	414.158 	439.953 	469.640 	498.548 	505.730 	528.908 	376.446 
